-0.690500	-0.826500	1
-0.084250	0.181750	2
0.038500	-0.799250	1
-0.156500	0.153750	2
0.956500	-0.960000	1
0.240750	0.068500	2
0.698750	-0.730000	1
-0.323000	-0.150000	2
-0.756000	-0.302250	1
-0.388750	0.636750	2
-0.583750	0.682000	1
0.325000	0.333500	2
-0.087000	-0.928250	1
-0.437000	-0.030750	2
0.582000	-0.819000	1
-0.003750	0.456750	2
-0.800000	-0.514750	1
-0.206250	0.293750	2
0.820250	0.268750	1
-0.487500	-0.160750	2
-0.981000	0.205750	1
0.331500	-0.598250	2
0.929500	-0.961500	1
0.370000	-0.389250	2
0.402500	-0.739000	1
-0.205000	-0.583750	2
-0.466250	0.934500	1
0.216250	0.588250	2
-0.598000	0.728000	1
0.438000	0.581750	2
-0.831000	0.438750	1
-0.107250	0.414000	2
0.373000	0.910250	1
0.331250	0.385500	2
0.182250	0.851000	1
-0.061250	-0.197250	2
0.776750	-0.980750	1
0.287750	0.719750	2
0.914000	0.478500	1
-0.116250	0.379500	2
0.497000	-0.740750	1
0.332500	0.427750	2
-0.814250	0.044500	1
0.458000	-0.454500	2
-0.783750	0.558500	1
0.394750	0.587750	2
0.848000	-0.228250	1
0.008250	0.597750	2
0.667000	0.984250	1
0.722500	0.174500	2
0.735250	-0.946000	1
-0.135750	-0.413000	2
-0.964500	-0.697000	1
0.015000	0.254750	2
-0.811250	-0.547000	1
0.318500	0.273750	2
-0.998000	0.095500	1
-0.448500	0.393500	2
0.635250	-0.644000	1
-0.133000	0.488250	2
0.313250	0.761000	1
0.438500	0.432000	2
0.980250	-0.106750	1
0.146250	0.501500	2
0.920750	0.717500	1
0.414250	0.269250	2
-0.846750	0.543750	1
-0.625000	-0.195250	2
-0.878250	0.445250	1
-0.584500	-0.341750	2
-0.797750	0.558000	1
-0.272250	-0.167250	2
-0.815750	0.100500	1
-0.238500	-0.451250	2
-0.961750	0.395250	1
-0.482750	-0.541500	2
0.803000	-0.907750	1
-0.248500	0.495750	2
0.892250	-0.066250	1
-0.657750	0.391250	2
-0.812500	-0.962500	1
-0.345500	0.226750	2
0.363000	-0.963500	1
-0.658000	0.411750	2
0.303250	-0.802500	1
-0.027000	0.596500	2
0.816750	0.718250	1
-0.031750	0.534000	2
-0.750500	-0.685750	1
0.218000	0.679750	2
-0.908000	0.570500	1
0.557250	-0.129000	2
0.862250	0.239750	1
-0.038500	-0.011750	2
-0.783500	0.152250	1
0.130500	0.406000	2
0.931000	-0.188250	1
-0.183250	-0.341750	2
-0.770000	0.549500	1
-0.324750	-0.386500	2
0.323000	-0.912750	1
-0.162250	0.158250	2
0.728750	-0.416250	1
0.154500	0.405250	2
0.735000	0.728750	1
0.054750	-0.409000	2
-0.872000	0.883750	1
0.721000	0.333250	2
0.647500	0.621000	1
0.663750	0.152750	2
0.339000	-0.979750	1
0.055250	0.372750	2
-0.363750	0.929250	1
-0.440500	0.012250	2
-0.099000	0.957500	1
-0.472500	0.135000	2
0.732750	0.582250	1
-0.145750	-0.665750	2
0.088000	0.817500	1
-0.150000	-0.585500	2
0.955250	0.190250	1
0.460500	0.611000	2
0.953000	0.696250	1
0.125250	0.442250	2
-0.914250	0.649750	1
-0.185250	-0.002750	2
-0.490250	0.772500	1
0.177250	-0.089750	2
-0.794000	0.532000	1
-0.586250	-0.262750	2
-0.771000	0.654250	1
0.555000	-0.017000	2
-0.218250	-0.871500	1
-0.044750	-0.698750	2
-0.897500	-0.869000	1
-0.398250	-0.168250	2
-0.719250	-0.666500	1
-0.204750	-0.211000	2
0.596750	-0.855750	1
-0.048250	-0.230250	2
-0.011250	0.828500	1
0.567500	-0.404500	2
-0.084250	-0.830750	1
-0.191250	0.701500	2
0.414750	-0.864750	1
0.321750	0.284500	2
-0.659750	0.772750	1
-0.114250	0.654750	2
0.483500	0.652250	1
-0.519750	-0.363500	2
0.189000	0.807750	1
-0.432250	0.149000	2
0.056500	-0.984000	1
-0.259500	-0.253000	2
0.992250	-0.398250	1
-0.351000	0.337750	2
0.637000	-0.871250	1
0.290750	-0.076500	2
-0.703750	-0.695000	1
-0.439500	0.572000	2
0.886000	0.250000	1
0.200250	-0.536750	2
0.887250	0.365000	1
0.130750	0.267500	2
-0.897500	0.594750	1
0.298000	0.380500	2
-0.236750	0.951000	1
-0.152500	-0.413000	2
0.843250	0.289500	1
0.539750	0.072500	2
-0.794000	-0.732750	1
0.121750	-0.569250	2
0.786000	-0.536250	1
0.145500	-0.588500	2
0.622500	-0.914000	1
-0.052250	0.361750	2
-0.783250	-0.460750	1
0.158250	0.610250	2
0.690000	0.674500	1
-0.098000	-0.023250	2
0.636500	-0.598750	1
0.258000	0.439000	2
-0.538500	0.676500	1
-0.097750	-0.093500	2
0.996750	-0.471250	1
0.062500	-0.379250	2
-0.333500	0.767000	1
-0.415750	-0.083750	2
0.722000	0.941000	1
-0.059750	-0.026500	2
0.971000	-0.148750	1
0.715750	0.071500	2
0.956750	0.222250	1
-0.484750	-0.415750	2
0.866250	0.367500	1
-0.129500	0.535750	2
-0.976000	0.150750	1
-0.758000	0.134000	2
0.976750	-0.369000	1
0.249250	0.265750	2
0.817250	-0.407750	1
0.396000	0.464000	2
-0.676750	-0.673000	1
-0.071250	0.599000	2
0.362500	0.721750	1
0.713500	0.282500	2
-0.921000	0.970250	1
-0.423000	-0.043750	2
0.731750	0.884250	1
-0.098000	-0.547250	2
0.420750	-0.896250	1
0.393750	0.497500	2
-0.803750	-0.362500	1
0.487500	-0.462250	2
-0.754000	0.726250	1
0.687250	-0.201000	2
0.505500	0.678000	1
-0.240250	-0.072750	2
-0.544250	-0.967250	1
-0.502000	-0.260000	2
0.154750	0.851250	1
0.161000	-0.161750	2
0.338000	-0.900500	1
-0.168500	-0.688250	2
-0.101250	0.823500	1
-0.431250	0.401000	2
0.710750	-0.902750	1
0.673250	0.405750	2
-0.935500	0.467750	1
-0.096000	0.361500	2
-0.489500	-0.684000	1
-0.082750	-0.347500	2
0.773500	-0.905250	1
-0.494250	-0.043750	2
0.944750	0.469750	1
0.001000	0.664750	2
0.885250	0.325500	1
0.277750	0.714000	2
-0.483500	0.699250	1
-0.723750	0.059500	2
0.835500	0.378000	1
-0.251750	0.079250	2
-0.408500	-0.764750	1
0.351500	-0.645000	2
0.657500	0.944000	1
-0.490500	-0.194250	2
-0.774250	0.630000	1
-0.584750	0.002750	2
-0.857750	-0.871000	1
0.386750	0.121750	2
-0.322250	-0.846750	1
-0.044500	0.323250	2
0.641500	0.600750	1
0.581000	-0.363750	2
0.745750	-0.520750	1
0.165250	0.471000	2
0.997000	0.063000	1
-0.192750	0.279500	2
0.088000	-0.964750	1
-0.436000	0.343750	2
-0.884500	-0.746750	1
-0.636750	-0.311500	2
0.035000	-0.922250	1
-0.096250	-0.119750	2
0.474250	0.720750	1
0.520500	0.361250	2
-0.465750	0.745500	1
-0.446000	-0.026750	2
-0.563250	-0.876250	1
-0.112750	0.785750	2
0.874750	0.883250	1
0.590500	-0.437750	2
-0.158750	0.819000	1
-0.758750	0.146250	2
0.715750	0.734500	1
-0.103250	-0.407000	2
0.740750	0.488250	1
0.706000	0.076250	2
0.865000	0.272000	1
0.038250	0.067500	2
0.420000	0.799000	1
0.211750	-0.477750	2
-0.883750	-0.196500	1
0.737750	-0.203250	2
-0.990250	-0.752000	1
-0.199250	0.375000	2
0.535750	0.770500	1
0.549500	0.186000	2
-0.827750	0.102500	1
0.315500	0.434750	2
0.611000	0.694500	1
-0.103250	-0.478750	2
0.651500	0.536000	1
-0.371750	0.429250	2
0.120750	0.931750	1
0.217500	0.600750	2
-0.899250	-0.421250	1
-0.601250	0.432000	2
-0.829250	-0.106250	1
-0.369250	0.566500	2
-0.820000	-0.141500	1
-0.548500	-0.326250	2
0.842750	-0.664500	1
0.422500	-0.008250	2
0.622500	0.556750	1
-0.147250	-0.666500	2
-0.845000	-0.324000	1
0.493500	-0.141250	2
0.650750	0.818750	1
0.507000	0.436750	2
0.030750	-0.889000	1
0.072750	-0.630750	2
0.256250	-0.995500	1
0.400000	0.011500	2
-0.506000	-0.662750	1
-0.335000	0.079000	2
-0.688500	0.586250	1
-0.171500	-0.186250	2
0.964750	-0.896500	1
-0.705750	0.001500	2
0.839000	-0.764750	1
0.250500	0.753000	2
-0.988750	0.221000	1
-0.420750	0.334500	2
0.365250	0.837000	1
0.115500	0.395750	2
-0.655500	-0.471500	1
-0.750000	0.027250	2
0.247000	-0.976750	1
-0.050250	-0.654500	2
0.415500	0.827250	1
-0.273250	0.582000	2
-0.664500	0.751250	1
0.356500	0.056000	2
0.784500	0.889250	1
-0.231250	-0.664750	2
0.948750	0.965000	1
-0.763250	0.136500	2
0.987500	-0.329500	1
0.593750	-0.186000	2
0.796500	-0.120500	1
-0.498000	-0.103500	2
-0.855750	-0.814750	1
-0.041000	-0.715250	2
0.814000	-0.500750	1
-0.118500	0.280500	2
0.977750	-0.152500	1
0.078750	-0.403500	2
-0.818000	0.989500	1
0.701250	-0.159250	2
0.979250	-0.937000	1
-0.115250	0.697750	2
-0.760500	0.397750	1
0.161250	0.321500	2
0.813000	0.454750	1
0.270000	0.336500	2
0.932000	0.252750	1
0.260250	0.204250	2
0.409000	-0.864750	1
0.170250	-0.692750	2
0.767500	-0.491000	1
0.066750	0.533250	2
0.904750	-0.284000	1
-0.690250	0.179750	2
0.914000	-0.186750	1
-0.041500	-0.602500	2
-0.974500	0.155000	1
-0.021750	0.616000	2
0.778500	0.545500	1
0.650500	-0.143750	2
-0.423750	-0.824000	1
-0.216750	0.517750	2
0.156500	-0.782750	1
0.515500	-0.231250	2
-0.865750	0.996750	1
-0.300250	0.329250	2
0.306750	-0.830000	1
-0.435500	0.382750	2
0.677000	0.791500	1
-0.759500	-0.144000	2
-0.911500	-0.602500	1
-0.177500	-0.129000	2
-0.873000	-0.817500	1
0.138000	-0.369500	2
0.648750	0.472750	1
-0.649500	-0.136500	2
-0.944250	0.815500	1
-0.267750	0.591000	2
-0.868000	-0.014750	1
0.023000	0.740750	2
-0.465750	-0.928250	1
-0.673750	0.073250	2
0.889250	-0.601500	1
-0.088250	-0.452000	2
-0.791250	-0.214000	1
0.409000	0.673250	2
-0.094750	-0.914750	1
0.067750	0.757750	2
-0.595750	-0.946500	1
-0.549000	-0.303500	2
